Frame Number,bubblegum,mumbathon,gaze-distance_bubblegum_mumbathon
1254,"0.7113087441865, 0.9264538089555","0.10411645550000001, 0.150336324097",0.9854140377239579
1255,"0.7160178139155, 0.9300114593159999","0.10668728395150001, 0.142391055928",0.9958060024820521
1256,"0.7140300716310001, 0.926213082911","0.10648644531766667, 0.136474873569",0.996391337361312
1257,"0.7124421999915, 0.9217024677615","0.10634726532399999, 0.14143808837900002",0.9880099045873776
1258,"0.7131923348089999, 0.921681556166","0.1075837179075, 0.1382072679105",0.9902493409353071
1259,"0.712687795825, 0.9190588135359999","0.107424200521, 0.136024945975",0.9896898794813767
1260,"0.7118626535270001, 0.9278167960095","0.11230309767550001, 0.13189748880399998",0.9964733837867077
1261,"0.712359790533, 0.9276418437705001","0.113527446305, 0.129623381897",0.997714208571046
1262,"0.7112975560906666, 0.9188756511236668","0.11343615933949999, 0.1246578816935",0.9940926088669433
1263,"0.712490946092, 0.9168160462045","0.11514172397450001, 0.128507996475",0.9890680838206792
1264,"0.710991922167, 0.913567978463","0.11518267027566668, 0.126801930961",0.986909052618948
1265,"0.709545232321, 0.913156711406","0.116482968183, 0.12704223329000003",0.9847328682683857
1266,"0.7129454039579999, 0.9205885253155","0.11524968494500001, 0.1316094026785",0.9898122187988574
1267,"0.7103361147720001, 0.9313381552966667","0.11662952430000001, 0.1323279479205",0.9954420259669531
1268,"0.7124295672800001, 0.93567250385","0.115845434566, 0.13738135923033334",0.9965848578943457
1269,"0.7136099703425001, 0.9396380075240001","0.116190707905, 0.133934984967",1.0
1270,"0.7144843198145, 0.9402629635114998","0.1179310088815, 0.134529316043",1.0
1271,"0.7210510084639999, 0.9376342964059999",Noisy,One player's frame missing
1272,"0.7200140707186665, 0.928151755266","0.38971530530000004, 0.448188366629",0.5826337862405571
1273,"0.7158463448000001, 0.9239349877255",Noisy,One player's frame missing
1274,"0.71609750451, 0.926943162335","0.429861186553, 0.5684456449615001",0.45875014951555454
1275,Noisy,"0.42980353245049996, 0.567904178572",One player's frame missing
1276,"0.598413658213, 0.937523370153","0.432126497729, 0.5709108160575",0.4025620257330011
1277,"0.45315165506800004, 0.94257422739","0.4859572368743333, 0.5310318380826667",0.41284784654208945
1278,"0.4543219683405, 0.9439960839254999","0.48795401234049995, 0.5327847986925001",0.41258433742277895
1279,"0.5024941530436667, 0.9554235713236666","0.48086902593200004, 0.5282378190955",0.4277327588919749
1280,"0.5160604067310001, 0.949875359499","0.480619580091, 0.535047941725",0.41633861066441014
1281,"0.5131743475825, 0.9404160362809999","0.489814062214, 0.5344329790969999",0.40665457780893693
1282,"0.5119638926154999, 0.941921515599","0.48946990936800006, 0.529777421584",0.41275747541841556
1283,"0.5111632872436667, 0.9410201729019999","0.48352196894849997, 0.5343037104320001",0.4076546618416199
1284,"0.5112716813475, 0.9394349445925001","0.483751929794, 0.5307121925080001",0.40964817196845155
1285,"0.509853061886, 0.9435000527195","0.4876449654065, 0.5374351021535",0.40667178858068187
1286,"0.509602940718, 0.9430668445370001","0.48334526475850004, 0.5319376513275",0.4119668421801547
1287,"0.5096672976685, 0.9465966535125","0.48645805988199997, 0.5314356544334999",0.41580923976615025
1288,"0.510111793119, 0.9480567174200001","0.483507531054, 0.5354262363326666",0.4134872436755304
1289,"0.509654141224, 0.94573013775","0.48484744889099995, 0.531368731945",0.4151032963073168
1290,"0.5195693908895, 0.96075154472","0.49013263870199997, 0.5381865231095",0.4235890931882343
1291,"0.5214536958579999, 0.964237919517","0.48807256033050006, 0.5336550820375",0.43187484314440316
1292,"0.524426364875, 0.9723729271705","0.491372589819, 0.537813269487",0.4358149241724671
1293,"0.524398485728, 0.973661511576","0.48660311885933333, 0.5294359181503334",0.44583053687597796
1294,"0.5268685139613334, 0.9755758460393333","0.4896506187735, 0.5310081792050001",0.44612283299191857
1295,"0.5268732536190001, 0.9728321102609999","0.4860759295970001, 0.53426574518",0.4404598485988444
1296,"0.529206996191, 0.9736292296085001","0.487327577514, 0.5256953637389999",0.4498873569033906
1297,"0.528050438795, 0.967289033843",Noisy,One player's frame missing
1298,"0.5297058048105, 0.9696990030270001","0.506188406548, 0.52262289268",0.4476942220579132
1299,"0.527629927785, 0.9677166207573334","0.5051676479330001, 0.5338043193495",0.43449331333081764
1300,"0.5219922558138, 0.9698643864278","0.5022006650546665, 0.526746179801",0.44355997577433476
1301,Noisy,"0.49506730659849996, 0.5284029883355",One player's frame missing
1302,Noisy,"0.496443913476, 0.5358228720610001",One player's frame missing
1303,Noisy,"0.495259079315, 0.527242550788",One player's frame missing
1304,Noisy,"0.4969118716825, 0.5324296342320001",One player's frame missing
1305,Noisy,"0.49795048812200005, 0.5295468656385001",One player's frame missing
1306,Noisy,"0.4991292291425, 0.541624605351",One player's frame missing
1307,Noisy,"0.5261311370475, 0.6111179835855001",One player's frame missing
1308,Noisy,"0.5277816076240001, 0.6114741209405",One player's frame missing
1309,Noisy,"0.5287420406495, 0.6155138186865",One player's frame missing
1310,Noisy,"0.528212030231, 0.6142485530925",One player's frame missing
1311,Noisy,"0.5284976896065, 0.6178921500275",One player's frame missing
1312,Noisy,"0.5288446254704999, 0.6152414955875001",One player's frame missing
1313,Noisy,"0.527574481511, 0.616773684512",One player's frame missing
1314,Noisy,"0.5286503940405001, 0.6161513993534999",One player's frame missing
1315,Noisy,"0.527082894305, 0.61531903015",One player's frame missing
1316,Noisy,"0.515571321906, 0.617980138138",One player's frame missing
1317,"0.43121719050799995, 0.9697262358795","0.401283349762, 0.6504526755560001",0.32067373004886207
1318,"0.428708396749, 0.962041013955",Noisy,One player's frame missing
1319,"0.427472853423, 0.9502067006825","0.215268986445, 0.673148992902",0.348986324375328
1320,"0.411367815066, 0.9337713587300001","0.2170279732085, 0.6767365643300001",0.32223416899119867
1321,"0.364914661867, 0.9098539728505001","0.213500723852, 0.6775259943933333",0.2773129463245523
1322,Noisy,"0.21140183808449997, 0.6775140076769999",One player's frame missing
1323,"0.24201821563, 0.8622417106520001","0.21002192596, 0.687445845162",0.1777001889279939
1324,"0.23453216927933332, 0.8674834561533333","0.2084978443015, 0.6864167573665",0.18292877162057714
1325,"0.246527169486, 0.851024856281","0.207580369096, 0.689100688101",0.16654215532832348
1326,"0.251635964709, 0.848864983473","0.20534292867333334, 0.6898326618356667",0.16563310209846266
1327,"0.254647308609, 0.8400325043210001","0.2055271174335, 0.6942652908160001",0.1538209144236567
1328,"0.26965990502000003, 0.8555425642545","0.20518807609099998, 0.70046169186",0.1679484852807237
1329,"0.2804037337095, 0.8631878126774999","0.205747635328, 0.7007758707645",0.17874890741344368
1330,"0.283397657419, 0.8654401648260001","0.204790044646, 0.696549651956",0.1862878474924265
1331,"0.2825288080685, 0.863649374925","0.22241599029666667, 0.692024486014",0.18184788520679238
1332,"0.284610966519, 0.8587886816895",Noisy,One player's frame missing
1333,"0.2823425797745, 0.85877110474",Noisy,One player's frame missing
1334,"0.263988440706, 0.8393195951329999",Noisy,One player's frame missing
1335,"0.255750288013, 0.8218252348635",Noisy,One player's frame missing
1336,"0.24814018243749997, 0.8108651787815",Noisy,One player's frame missing
1337,"0.2412756383415, 0.8035604556965",Noisy,One player's frame missing
1338,"0.23809775722749998, 0.7934323439155",Noisy,One player's frame missing
1339,"0.23412909565649997, 0.7846717976155","0.23824424516, 0.7655968801824999",0.019513762592384017
1340,"0.23331958269050002, 0.778543741979","0.2170231608225, 0.7671482281055",0.019885449508144398
1341,"0.2198068445945, 0.7831039683215","0.207462516127, 0.7588616285255001",0.02720429164852947
1342,"0.2196063751425, 0.7839713954125","0.18350398259466663, 0.762319663706",0.04209727109407584
1343,"0.233635462077, 0.787087650634","0.17518548064300002, 0.752109494565",0.06811660393488701
1344,"0.23299230113199998, 0.78128505668","0.17497044726549998, 0.7433039651085",0.0693476664572655
1345,"0.23168302143, 0.7758629822495","0.19514494427, 0.7355236198645001",0.054426971624172316
1346,"0.2304221857805, 0.774160968779","0.1961953987065, 0.7333600099325",0.05325590292355133
1347,"0.238129660991, 0.770880470009","0.19140676115599997, 0.726881803272",0.06417875071723529
1348,"0.24210429402, 0.7647590131990001","0.19286229558649998, 0.725059118576",0.06325232045389423
1349,"0.243033800646, 0.763339168531","0.189945781053, 0.7208895077320001",0.06797287345887992
1350,"0.2440171629235, 0.7629927043905","0.18258288006, 0.7235472216850001",0.07300765176899218
1351,"0.26055617585449997, 0.7841831179715","0.205282717906, 0.7144881544305",0.08895247661850633
1352,"0.275943218171, 0.7948135264295","0.203255414324, 0.703667070674",0.1165812730454135
1353,"0.28902498401, 0.79824982447","0.208166021358, 0.6953558373715",0.130863839245927
1354,"0.2878156058465, 0.790351435757","0.2111406597426667, 0.678692985667",0.13544983143779382
1355,"0.28624099141250003, 0.7887204305544999","0.210306599716, 0.6724051954029999",0.1389073999852644
1356,"0.2865982986005, 0.786921763896","0.1916490786035, 0.670065028312",0.15056842640270768
1357,"0.2801602916205, 0.777880778577","0.192530784219, 0.6645943746965",0.1432226932842883
1358,"0.2758971163785, 0.7733640909070001","0.1877617314843333, 0.6640156361703333",0.1404454720656375
1359,"0.25497638418449997, 0.7503651245275","0.1760779867495, 0.674766759206",0.10927062714697935
1360,"0.244198634429, 0.72928628813","0.177767926959, 0.6771998013320001",0.08441588121866007
1361,"0.236967093825, 0.7228911132364999","0.172532775786, 0.6769963914220001",0.07910819699361962
1362,"0.23125923233149998, 0.709348450946","0.1763851346205, 0.6776043534014999",0.06339443452315909
1363,"0.22900305247699998, 0.6966197657615","0.17738199220366666, 0.6780174344886668",0.05487058039174854
1364,"0.224125110912, 0.6880047468715","0.178200617334, 0.6806723084199999",0.0465061690965919
1365,Noisy,"0.194015598939, 0.6837512614129999",One player's frame missing
1366,"0.24581207502949998, 0.694375619844","0.19222275353899998, 0.6846560675575",0.05446361238902697
1367,"0.24915856557, 0.6977650444700001","0.18998736874549998, 0.68686556513",0.06016667834879045
1368,Noisy,"0.189731511653, 0.6888927104655",One player's frame missing
1369,"0.2561156712539999, 0.7107573302955","0.18798840284499999, 0.6973532754606667",0.06943337372537171
1370,"0.2446384508385, 0.70864298613","0.18430713947799998, 0.697052654429",0.061434541744989066
1371,"0.2431534420665, 0.7104621781004999","0.183240978065, 0.6945548215985",0.06198828384148695
1372,"0.247527153759, 0.716931101056","0.183920303646, 0.6920581158165",0.0682971212864937
1373,"0.261978251246, 0.719299783781","0.18197426326100002, 0.692568983446",0.08435148949516928
1374,"0.2703072177465, 0.7629359842715","0.18317203066899998, 0.6899930002449999",0.11363634869935403
1375,Noisy,"0.181049791284, 0.6852578854539999",One player's frame missing
1376,Noisy,"0.175786470517, 0.683415693543",One player's frame missing
1377,Noisy,"0.21053299322449998, 0.6440779538095001",One player's frame missing
1378,Noisy,"0.209273732082, 0.6285552569955",One player's frame missing
1379,Noisy,"0.20653556299166667, 0.6221451208766667",One player's frame missing
1380,Noisy,"0.203269678057, 0.6057988608129999",One player's frame missing
1381,Noisy,"0.197801308693, 0.604175809018",One player's frame missing
1382,Noisy,"0.1931574083025, 0.5979149327769999",One player's frame missing
1383,Noisy,"0.188326187695, 0.5921641065534999",One player's frame missing
1384,Noisy,"0.1854354526816667, 0.585811818097",One player's frame missing
1385,"0.2659365249135, 0.9481258479875","0.182550465285, 0.587481293913",0.37015905949194694
1386,"0.2662203358605, 0.9639369791085","0.1780572403865, 0.5920894088435",0.3821561813127477
1387,"0.2666384960085, 0.9826593325015001","0.173825326689, 0.5960069939724999",0.39763590794730136
1388,"0.26870107562799994, 0.9891106971205","0.169353144894, 0.5879976063355",0.4132332548818201
1389,Off-surface,"0.16579192593300002, 0.5865144206349999",One player's frame missing
1390,Off-surface,"0.1622387315375, 0.5792700236515",One player's frame missing
1391,Off-surface,"0.156892701807, 0.5659029745115",One player's frame missing
1392,Noisy,"0.1459431160795, 0.5522869552534999",One player's frame missing
1393,Off-surface,"0.14391190979750001, 0.5350861165534999",One player's frame missing
1394,Noisy,"0.13926269637650002, 0.513200061604",One player's frame missing
1395,Off-surface,"0.13398078345699999, 0.4923662757045",One player's frame missing
1396,Off-surface,"0.13145877493949998, 0.47039246826650005",One player's frame missing
1397,Off-surface,"0.1288836134185, 0.4573825918805",One player's frame missing
1398,Off-surface,"0.1255396315045, 0.4288501145305",One player's frame missing
1399,Off-surface,"0.1220323143905, 0.415338906045",One player's frame missing
1400,Off-surface,"0.117111402452, 0.3983637814905",One player's frame missing
1401,Off-surface,"0.1148191788515, 0.384633980248",One player's frame missing
1402,Off-surface,"0.11069562373750001, 0.362768854222",One player's frame missing
1403,Noisy,"0.10925910851250001, 0.35701316910799996",One player's frame missing
1404,Off-surface,"0.10645349957450001, 0.34945311586600003",One player's frame missing
1405,Off-surface,"0.101589220769, 0.34399401081500003",One player's frame missing
1406,Off-surface,"0.09998770447149999, 0.332240843627",One player's frame missing
1407,Off-surface,"0.09829760364835, 0.3371899812885",One player's frame missing
1408,Off-surface,"0.09708344225695, 0.32851964382099996",One player's frame missing
1409,Noisy,"0.09246494721215001, 0.3216451213395",One player's frame missing
1410,Noisy,"0.0900236789269, 0.31401398389",One player's frame missing
1411,Noisy,"0.08453424108919999, 0.30172649045800004",One player's frame missing
1412,Off-surface,"0.085372279178, 0.3104524110475",One player's frame missing
1413,Noisy,"0.08181607815725, 0.3048062252975",One player's frame missing
1414,Noisy,"0.0796863789009, 0.3009960330495",One player's frame missing
1415,Noisy,"0.07650886068905001, 0.296496354818",One player's frame missing
1416,Off-surface,"0.07218317071875, 0.29013513930699997",One player's frame missing
1417,Off-surface,"0.06987561776670001, 0.2839023710605",One player's frame missing
1418,Off-surface,"0.0650054035134, 0.284802163333",One player's frame missing
1419,Noisy,"0.06293859190665, 0.28384928583",One player's frame missing
1420,Noisy,"0.0598747415798, 0.2852562063625",One player's frame missing
1421,Noisy,"0.05575086046925, 0.285200613126",One player's frame missing
1422,Off-surface,"0.0570877100916, 0.30169737884799996",One player's frame missing
1423,Off-surface,"0.050796487328999995, 0.307592208391",One player's frame missing
1424,Off-surface,"0.048755845081999996, 0.311813320425",One player's frame missing
1425,Off-surface,"0.04947465259145, 0.3203436856805",One player's frame missing
1426,Off-surface,"0.048697713991700003, 0.336366803261",One player's frame missing
1427,Off-surface,"0.0486810406329, 0.35061620210699995",One player's frame missing
1428,Off-surface,"0.045252876791550004, 0.36658957946649995",One player's frame missing
1429,Off-surface,"0.04221365929265, 0.380442480369",One player's frame missing
1430,Off-surface,"0.03990459958655, 0.391769686344",One player's frame missing
1431,Off-surface,"0.0413985015641, 0.40847788639700006",One player's frame missing
1432,Off-surface,"0.03792727785616667, 0.4198336648503333",One player's frame missing
1433,Off-surface,"0.0355688859272, 0.427611087262",One player's frame missing
1434,Off-surface,"0.036194526623700006, 0.4386209239466667",One player's frame missing
1435,Off-surface,"0.0376605535809, 0.452460528658",One player's frame missing
1436,Off-surface,"0.03668951962343333, 0.4558485547153334",One player's frame missing
1437,Off-surface,"0.033352393481400004, 0.468746689075",One player's frame missing
1438,Off-surface,"0.03351384766395, 0.4897491465985",One player's frame missing
1439,Off-surface,"0.045903422607499994, 0.5072367130875",One player's frame missing
1440,Off-surface,"0.09318139163745001, 0.563029341315",One player's frame missing
1441,Off-surface,"0.09883507107635, 0.5924604672014999",One player's frame missing
1442,Off-surface,"0.09947791126175001, 0.6101982888245",One player's frame missing
1443,Off-surface,"0.10048316161475, 0.6254400738335",One player's frame missing
1444,Off-surface,"0.1002998440035, 0.6485860688745",One player's frame missing
1445,Off-surface,"0.1031652075825, 0.6616279896820001",One player's frame missing
1446,Off-surface,"0.1040815568355, 0.6867430470205",One player's frame missing
1447,Off-surface,"0.10399601137049999, 0.7027807693504999",One player's frame missing
1448,Off-surface,"0.103406436608, 0.723183377631",One player's frame missing
1449,Off-surface,"0.1076178280645, 0.7319842931595",One player's frame missing
1450,Noisy,"0.10730416623200001, 0.7477880695100001",One player's frame missing
1451,Off-surface,"0.10744712203266667, 0.759955531762",One player's frame missing
1452,Off-surface,"0.108254694071, 0.775798021821",One player's frame missing
1453,Off-surface,"0.10274352794306667, 0.7870415221920001",One player's frame missing
1454,Off-surface,"0.08228086334814999, 0.8072983249399999",One player's frame missing
1455,Off-surface,"0.07879517571514999, 0.813465468134",One player's frame missing
1456,Off-surface,"0.08257789510415, 0.8186260450689999",One player's frame missing
1457,Off-surface,"0.0868095136353, 0.8194362727815",One player's frame missing
1458,Off-surface,"0.09348618061075001, 0.8200120582275",One player's frame missing
1459,Noisy,"0.09178921669449999, 0.817058338908",One player's frame missing
1460,Off-surface,"0.09931114369899999, 0.8221757548155",One player's frame missing
1461,Off-surface,"0.11003479918850001, 0.8648008262645",One player's frame missing
1462,Off-surface,"0.120617664497, 0.885280776865",One player's frame missing
1463,Off-surface,"0.12861041655466665, 0.87616645779",One player's frame missing
1464,Off-surface,"0.1364929607465, 0.872163591521",One player's frame missing
1465,Off-surface,"0.1417009795435, 0.8707092415985",One player's frame missing
1466,Off-surface,"0.14658410452350001, 0.8657419372290001",One player's frame missing
1467,Off-surface,"0.151540154166, 0.8496004411210001",One player's frame missing
1468,Off-surface,"0.156223420532, 0.857259979352",One player's frame missing
1469,Noisy,"0.16040505877800001, 0.855208197854",One player's frame missing
1470,Noisy,"0.162112169774, 0.854247557573",One player's frame missing
1471,Off-surface,"0.16556581232033332, 0.8484520547516667",One player's frame missing
1472,Off-surface,"0.16172793880300002, 0.8459285563060001",One player's frame missing
1473,Noisy,"0.153341870585, 0.8287135166976668",One player's frame missing
1474,Off-surface,"0.15546187634699998, 0.823725093314",One player's frame missing
1475,Noisy,"0.16150159807300002, 0.8279322385800001",One player's frame missing
1476,Off-surface,"0.165806267874, 0.828681714063",One player's frame missing
1477,Off-surface,"0.16540019390366667, 0.829314075782",One player's frame missing
1478,Off-surface,"0.16788479087299998, 0.834862348821",One player's frame missing
1479,Noisy,"0.16919068239266669, 0.8419476693176667",One player's frame missing
1480,Noisy,"0.17061586800599998, 0.847952950791",One player's frame missing
1481,Noisy,"0.169843665493, 0.8588484434399999",One player's frame missing
1482,Noisy,"0.168463256429, 0.864107928087",One player's frame missing
1483,Off-surface,"0.166964846737, 0.870367254258",One player's frame missing
1484,Off-surface,"0.1668320514463333, 0.8692144617646665",One player's frame missing
1485,Off-surface,"0.164827820227, 0.8791693577985",One player's frame missing
1486,Off-surface,"0.161717712279, 0.889292897327",One player's frame missing
1487,Off-surface,"0.159938446467, 0.894633745703",One player's frame missing
1488,Off-surface,"0.15893154291433334, 0.9031008529763334",One player's frame missing
1489,Noisy,"0.1561841150405, 0.908387950163",One player's frame missing
1490,Noisy,"0.1548239227505, 0.9120176407755001",One player's frame missing
1491,Noisy,"0.15793230025, 0.919475698365",One player's frame missing
1492,Noisy,"0.1557974335615, 0.925581696476",One player's frame missing
1493,Noisy,"0.153019410521, 0.9373515978255",One player's frame missing
1494,Noisy,"0.15118662517549997, 0.9452382018429999",One player's frame missing
1495,Noisy,"0.150899108913, 0.9506089494959999",One player's frame missing
1496,Noisy,"0.14931775252166665, 0.9612925134276665",One player's frame missing
1497,Noisy,"0.1502329888515, 0.969719531414",One player's frame missing
1498,Noisy,"0.14773747959300002, 0.980966215011",One player's frame missing
1499,Noisy,"0.148391102951, 0.9900689186105001",One player's frame missing
1500,Off-surface,"0.1465731832495, 0.9942721695925001",One player's frame missing
1501,Noisy,Off-surface,Both player's frame missing
1502,Noisy,Off-surface,Both player's frame missing
1503,Noisy,Off-surface,Both player's frame missing
1504,Noisy,Off-surface,Both player's frame missing
1505,Noisy,Off-surface,Both player's frame missing
1506,Noisy,Off-surface,Both player's frame missing
1507,Noisy,Off-surface,Both player's frame missing
1508,Noisy,Off-surface,Both player's frame missing
1509,Noisy,Off-surface,Both player's frame missing
1510,Noisy,Off-surface,Both player's frame missing
1511,Noisy,Off-surface,Both player's frame missing
1512,Noisy,"0.149807211524, 0.9991985616699999",One player's frame missing
1513,Noisy,"0.15047640400633333, 0.995071226967",One player's frame missing
1514,Noisy,"0.1503313075365, 0.991051220146",One player's frame missing
1515,Noisy,"0.149038724847, 0.979987255846",One player's frame missing
1516,Noisy,"0.151228108537, 0.9807114244805",One player's frame missing
1517,Noisy,"0.15425500709200002, 0.9806724699506666",One player's frame missing
1518,Noisy,"0.157176852545, 0.9873500779565001",One player's frame missing
1519,Noisy,"0.153285929699, 0.990427923575",One player's frame missing
1520,Noisy,"0.1555086677325, 0.989560769128",One player's frame missing
1521,Noisy,"0.15639372256700002, 0.997543991054",One player's frame missing
1522,Noisy,Off-surface,Both player's frame missing
1523,Noisy,Off-surface,Both player's frame missing
1524,Noisy,Off-surface,Both player's frame missing
1525,Off-surface,Off-surface,Both player's frame missing
1526,Noisy,Off-surface,Both player's frame missing
1527,Noisy,Off-surface,Both player's frame missing
1528,Noisy,Off-surface,Both player's frame missing
1529,Noisy,Off-surface,Both player's frame missing
1530,Noisy,Off-surface,Both player's frame missing
1531,Off-surface,Off-surface,Both player's frame missing
1532,Noisy,Off-surface,Both player's frame missing
1533,Off-surface,Off-surface,Both player's frame missing
1534,Noisy,Off-surface,Both player's frame missing
1535,Noisy,Off-surface,Both player's frame missing
1536,Off-surface,Off-surface,Both player's frame missing
1537,Off-surface,"0.140251366812, 0.951531915399",One player's frame missing
1538,Noisy,"0.14139364151533332, 0.9486422837533333",One player's frame missing
1539,Off-surface,"0.1397719122295, 0.9500264823910001",One player's frame missing
1540,Off-surface,"0.138940897496, 0.946303449163",One player's frame missing
1541,Noisy,"0.1402739295015, 0.947923719096",One player's frame missing
1542,Off-surface,"0.1400531706195, 0.9502384083865001",One player's frame missing
1543,Noisy,"0.13944877934933333, 0.9465193462446666",One player's frame missing
1544,Off-surface,"0.1383320817965, 0.9362409137359999",One player's frame missing
1545,Off-surface,"0.139449787825, 0.931526759509",One player's frame missing
1546,Off-surface,"0.13633732190499998, 0.9274820145905001",One player's frame missing
1547,Noisy,"0.1405650136175, 0.9140557789599999",One player's frame missing
1548,Noisy,"0.1527088533845, 0.8963343948555",One player's frame missing
1549,Off-surface,"0.1503185111485, 0.887766327841",One player's frame missing
1550,Off-surface,"0.148896099367, 0.875001577163",One player's frame missing
1551,Off-surface,"0.1443283126205, 0.8695538449245",One player's frame missing
1552,Off-surface,"0.1432059954285, 0.8552960569235",One player's frame missing
1553,Off-surface,"0.14090227066, 0.8474463985625",One player's frame missing
1554,Off-surface,"0.1372208728815, 0.8369121959485",One player's frame missing
1555,Off-surface,"0.13432085299399998, 0.83033865434",One player's frame missing
1556,Off-surface,"0.1321688911785, 0.8244117157094999",One player's frame missing
1557,Off-surface,"0.12753810661999998, 0.817475810749",One player's frame missing
1558,Off-surface,"0.12535861901649997, 0.8095887313335",One player's frame missing
1559,Noisy,"0.12349245281233334, 0.8029723638480001",One player's frame missing
1560,Noisy,"0.12132909550999998, 0.798124169596",One player's frame missing
1561,Noisy,"0.121774311975, 0.7936042108899999",One player's frame missing
1562,Noisy,"0.11865594154499999, 0.786767203646",One player's frame missing
1563,Noisy,"0.11596447281799999, 0.7795926175425",One player's frame missing
1564,Noisy,"0.11508056394533332, 0.7800056525839999",One player's frame missing
1565,Noisy,"0.11326453735400001, 0.780210198756",One player's frame missing
1566,Noisy,"0.1108633139295, 0.772754036752",One player's frame missing
1567,Noisy,"0.1099908681575, 0.774736745176",One player's frame missing
1568,Noisy,"0.11721664306099999, 0.776548457395",One player's frame missing
1569,Noisy,"0.145369481839, 0.80251959008",One player's frame missing
1570,Noisy,"0.1439802156455, 0.8221421801919999",One player's frame missing
1571,Off-surface,"0.1444063412495, 0.826031330135",One player's frame missing
1572,Off-surface,"0.1443012797995, 0.829903410115",One player's frame missing
1573,Off-surface,"0.1504277658655, 0.8694635597895",One player's frame missing
1574,Off-surface,"0.1588739258515, 0.9254627131605",One player's frame missing
1575,Off-surface,"0.161182574745, 0.9585849844785",One player's frame missing
1576,Noisy,"0.15563831192099997, 0.95434319353",One player's frame missing
1577,Noisy,"0.162555730946, 0.958282799367",One player's frame missing
1578,Off-surface,"0.162891919454, 0.958147777895",One player's frame missing
1579,Noisy,"0.1571334178855, 0.968142429736",One player's frame missing
1580,Off-surface,"0.152347593888, 0.9695171044074999",One player's frame missing
1581,Off-surface,"0.15578329491550003, 0.9669136670140001",One player's frame missing
1582,Noisy,"0.15248339938549998, 0.9803077340035",One player's frame missing
1583,Off-surface,Off-surface,Both player's frame missing
1584,Off-surface,Off-surface,Both player's frame missing
1585,Off-surface,Off-surface,Both player's frame missing
1586,Off-surface,Off-surface,Both player's frame missing
1587,Noisy,Off-surface,Both player's frame missing
1588,Off-surface,Off-surface,Both player's frame missing
1589,Off-surface,Off-surface,Both player's frame missing
1590,Noisy,Off-surface,Both player's frame missing
1591,Noisy,Off-surface,Both player's frame missing
1592,Noisy,Off-surface,Both player's frame missing
1593,Off-surface,Off-surface,Both player's frame missing
1594,Noisy,Off-surface,Both player's frame missing
1595,Off-surface,Off-surface,Both player's frame missing
1596,Noisy,Off-surface,Both player's frame missing
1597,Off-surface,Off-surface,Both player's frame missing
1598,Off-surface,"0.08283801651435, 0.9976513196669999",One player's frame missing
1599,Noisy,"0.0829307585611, 0.9942589168064999",One player's frame missing
1600,Noisy,"0.08248458654525, 0.98870395925",One player's frame missing
1601,Off-surface,"0.08083399984619999, 0.9875792794560001",One player's frame missing
1602,Off-surface,"0.07739197474125001, 0.986154214297",One player's frame missing
1603,Off-surface,"0.07671025911240001, 0.980478190219",One player's frame missing
1604,Noisy,"0.0766953145412, 0.9776726584435",One player's frame missing
1605,Off-surface,"0.07595737108565001, 0.9752945261875",One player's frame missing
1606,Noisy,"0.07485784189195, 0.974500914914",One player's frame missing
1607,Noisy,"0.07399943559819999, 0.972715992672",One player's frame missing
1608,Off-surface,"0.0729589812417, 0.970607658666",One player's frame missing
1609,Off-surface,"0.07076096207585, 0.969049665362",One player's frame missing
1610,Noisy,"0.07108369999965, 0.9678082508085001",One player's frame missing
1611,Off-surface,"0.06970791534514999, 0.9682952554490001",One player's frame missing
1612,Noisy,"0.06814994323689999, 0.9683367513015",One player's frame missing
1613,Noisy,"0.0664356708668, 0.9654653908170001",One player's frame missing
1614,Noisy,"0.06880379553275, 0.9658148713524999",One player's frame missing
1615,Noisy,"0.1401787068582, 0.974269604191",One player's frame missing
1616,Noisy,"0.214521006069, 0.9840038518234999",One player's frame missing
1617,Noisy,"0.2073915416225, 0.97768707703",One player's frame missing
1618,Noisy,"0.2068121215975, 0.9748593472835",One player's frame missing
1619,Noisy,"0.20474507394299998, 0.974875450641",One player's frame missing
1620,Noisy,"0.20282891547466667, 0.9683134482336667",One player's frame missing
1621,Noisy,"0.20437599254900002, 0.973342179322",One player's frame missing
1622,Off-surface,"0.199970087386, 0.9673723140653333",One player's frame missing
1623,Off-surface,"0.19982255617599998, 0.9626414010815",One player's frame missing
1624,Off-surface,"0.19378846411300002, 0.9483049260375",One player's frame missing
1625,Noisy,"0.19288561419050002, 0.9426657062250001",One player's frame missing
1626,Missing,"0.1911424767395, 0.9356892867385",One player's frame missing
1627,Noisy,"0.192891961487, 0.920002303537",One player's frame missing
1628,Off-surface,"0.1928954668665, 0.9094281024524999",One player's frame missing
1629,Off-surface,"0.19192741707350003, 0.895246849642",One player's frame missing
1630,Off-surface,"0.192583456701, 0.8771907338810001",One player's frame missing
1631,Noisy,"0.17833041262350002, 0.8655213616015001",One player's frame missing
1632,Noisy,"0.170961171885, 0.8827328642265",One player's frame missing
1633,Off-surface,"0.16011225383099997, 0.8326191364285",One player's frame missing
1634,Off-surface,"0.16700267027299998, 0.8442852435635001",One player's frame missing
1635,Off-surface,"0.1599456810165, 0.7887596695049999",One player's frame missing
1636,Off-surface,"0.1589144606165, 0.770040866779",One player's frame missing
